represent,LogicalConnectors
externally,Attributes
code,EconomicOperands
managed,FunctionWords
consider,FunctionWords
limited,FunctionWords
oral,Attributes
issued,FunctionWords
personally,Attributes
be maintained,FunctionWords
results,FunctionWords
(7 u.s.c. 1a),LegalReferences
existing,FunctionWords
facilities,EconomicOperands
manages,FunctionWords
broader,Attributes
testimony,EconomicOperands
sections 4(l),LegalReferences
settlement,EconomicOperands
permitting,RegulatoryOperators
synthetic,Attributes
eligible,RegulatoryOperators
pledged,FunctionWords
acting,FunctionWords
presents,FunctionWords
charge,EconomicOperands
critical,Attributes
consolidated,Attributes
include,Attributes
oversight,EconomicOperands
sections 3c(a)(2)(c),LegalReferences
resources,EconomicOperands
alternating,Attributes
activities,EconomicOperands
are comparable,FunctionWords
borrowing transactions,EconomicOperands
liability,EconomicOperands
novel,Attributes
be treated,FunctionWords
section 10(e)(2),LegalReferences
fullest,Attributes
2(h)(4)(a),LegalReferences
audited financial statements,EconomicOperands
2(h)(3)(a),LegalReferences
positions,EconomicOperands
companies,EconomicOperands
applicable,Attributes
enforce,FunctionWords
large,Attributes
this,FunctionWords
convenience,EconomicOperands
(12 u.s.c. 601604a and 611 through 631),LegalReferences
indices,EconomicOperands
businesses,EconomicOperands
oversight programs,EconomicOperands
section 2(c)(2)(f),LegalReferences
bona fide merger,EconomicOperands
prevent,RegulatoryOperators
wall street,EconomicOperands
findings,FunctionWords
(12 u.s.c. 1813(q)),LegalReferences
consistent,FunctionWords
direct,Attributes
subsection (k)(6)(b),LegalReferences
less than 25 percent,Attributes
netting agreements,EconomicOperands
section 23b,LegalReferences
investment,EconomicOperands
financial assistance,EconomicOperands
established,FunctionWords
appear,FunctionWords
giving,FunctionWords
section,LegalReferences
associate,Attributes
recommendation,EconomicOperands
shares,FunctionWords
uniform,Attributes
(15 u.s.c. 78c),LegalReferences
cease and desist,EconomicOperands
new,Attributes
exercise,FunctionWords
equitable treatment,FunctionWords
supporting,Attributes
deemed,RegulatoryOperators
full,FunctionWords
section 10(b),LegalReferences
exchange,EconomicOperands
respectively,LogicalConnectors
prescribe,RegulatoryOperators
jointly,Attributes
agreement,EconomicOperands
reported,EconomicOperands
operating,EconomicOperands
meet,LogicalConnectors
enforcement actions,EconomicOperands
consideration,FunctionWords
november,EconomicOperands
managerial,EconomicOperands
section 11a,LegalReferences
change,FunctionWords
thrift,EconomicOperands
obtained,FunctionWords
engage,FunctionWords
exemption,RegulatoryOperators
receive,FunctionWords
study,EconomicOperands
10(g)(1),EconomicOperands
reports,LegalReferences
(12 u.s.c. 347b),LegalReferences
amount,Attributes
supervisory matter,EconomicOperands
permit,RegulatoryOperators
action,EconomicOperands
section 5(u)(3),LegalReferences
implement,FunctionWords
makes,Attributes
hart-scott-rodino,EconomicOperands
same meanings,FunctionWords
concerns giving,FunctionWords
appropriately,Attributes
sections 5(c)(1),LegalReferences
enactment,FunctionWords
nondelegable,Attributes
does not,FunctionWords
(12 u.s.c. 371c1(e)),LegalReferences
section 5(i),LegalReferences
apply,FunctionWords
total,FunctionWords
establish,FunctionWords
use,FunctionWords
section 4(l)(1),LegalReferences
takes,FunctionWords
section 3c(a)(1),LegalReferences
section 5b,LegalReferences
(bb),LegalReferences
technical assistance,FunctionWords
negative,FunctionWords
adequacy,Attributes
assuring,RegulatoryOperators
recommend,FunctionWords
type,FunctionWords
cited,Attributes
authorization,EconomicOperands
countercyclical,EconomicOperands
acceptable,Attributes
federal savings association,EconomicOperands
disruption,FunctionWords
controlling,EconomicOperands
virtue,FunctionWords
does not include,FunctionWords
behalf,FunctionWords
section 23b(e),LegalReferences
conflicting supervisory,Attributes
unaffiliated,Attributes
proper functioning,FunctionWords
adjusting,FunctionWords
remain,FunctionWords
paragraph,FunctionWords
60 days,EconomicOperands
exceptions,FunctionWords
making,FunctionWords
subparagraph (c)(ii),LegalReferences
(d),LegalReferences
section 19(i),LegalReferences
prompt,Attributes
give,FunctionWords
calculation,FunctionWords
december,EconomicOperands
non-affiliate,EconomicOperands
share,EconomicOperands
purposes,FunctionWords
promotional,EconomicOperands
involve,Attributes
currency,EconomicOperands
performed,FunctionWords
multilateral system,EconomicOperands
guarantee,EconomicOperands
"23, 2009",EconomicOperands
end,FunctionWords
do not have,FunctionWords
provide,FunctionWords
imminent,Attributes
secured,Attributes
holds,FunctionWords
conducted,FunctionWords
located,FunctionWords
responsibilities,EconomicOperands
extensions,EconomicOperands
real estate investments,EconomicOperands
provide consistency,FunctionWords
ensure,FunctionWords
subsidiaries,EconomicOperands
establishment,EconomicOperands
stock,EconomicOperands
commencing,FunctionWords
(12 u.s.c. 1468),LegalReferences
earlier,Attributes
derived,FunctionWords
(15 u.s.c. 80a3),LegalReferences
reflect,Attributes
unsound,Attributes
subparagraph (d)(ii),LegalReferences
designed,FunctionWords
date,EconomicOperands
participant,EconomicOperands
redesignated,FunctionWords
data,EconomicOperands
concerns,EconomicOperands
types,FunctionWords
processors,EconomicOperands
acquisitions,EconomicOperands
section 10(c)(2),LegalReferences
natural,Attributes
commodity,EconomicOperands
121,LegalReferences
section 5155(g)(1)(a),LegalReferences
dealer,EconomicOperands
documentation,EconomicOperands
borrowing,EconomicOperands
processor,EconomicOperands
commodities,EconomicOperands
inform,EconomicOperands
order,FunctionWords
excepted,FunctionWords
restriction,RegulatoryOperators
mid-tier,Attributes
subsections,LegalReferences
consent,EconomicOperands
exchanges,EconomicOperands
unacceptable,Attributes
years,EconomicOperands
(15 u.s.c. 80b2),LegalReferences
comma,FunctionWords
committee,EconomicOperands
(12 u.s.c. 1467a(m)(3)),LegalReferences
reported publicly,EconomicOperands
activities were,EconomicOperands
(12 u.s.c. 371c1),LegalReferences
cross-marketing,EconomicOperands
group,Attributes
exclusion,RegulatoryOperators
general,FunctionWords
fix,FunctionWords
are held,FunctionWords
permanent,Attributes
pre-trade,Attributes
fiduciary duties,EconomicOperands
dividends,EconomicOperands
(1)(f),LegalReferences
subparagraph,LegalReferences
2010,EconomicOperands
holding company,EconomicOperands
(12 u.s.c. 1464(b)(1)(b)),LegalReferences
similar,Attributes
material,Attributes
number,FunctionWords
thereof,LogicalConnectors
permissible,RegulatoryOperators
party,EconomicOperands
not,RegulatoryOperators
(12 u.s.c. 1467a(g)(1)),LegalReferences
rescind,FunctionWords
term,FunctionWords
designation,RegulatoryOperators
presented,Attributes
promulgate,RegulatoryOperators
establishing,FunctionWords
180 days,EconomicOperands
merge,Attributes
reverse repurchase agreements,EconomicOperands
title vi,LegalReferences
economy,EconomicOperands
30 days,EconomicOperands
notifies,RegulatoryOperators
consolidate,FunctionWords
dodd-frank,EconomicOperands
financial,EconomicOperands
directly,Attributes
conflicting,FunctionWords
de novo,Attributes
house,EconomicOperands
receipt,EconomicOperands
reduce,FunctionWords
related,FunctionWords
engaging,Attributes
vote,EconomicOperands
investigative,Attributes
trading,EconomicOperands
sponsor,EconomicOperands
organization operating,EconomicOperands
section 10a (12 u.s.c. 1848a),LegalReferences
substantially,FunctionWords
operation,EconomicOperands
(12 u.s.c. 1464(u)(3)),LegalReferences
adequately,Attributes
category,FunctionWords
prohibitions,RegulatoryOperators
factors,EconomicOperands
(12 u.s.c. 371c),LegalReferences
waive,RegulatoryOperators
content,FunctionWords
section 10(g)(1),LegalReferences
safety,EconomicOperands
comprehensive,Attributes
12 months,EconomicOperands
45 days,EconomicOperands
section 18(d)(4)(a)(i),LegalReferences
interactions,FunctionWords
enforcing,Attributes
rely,FunctionWords
promptly,Attributes
qualify,RegulatoryOperators
formation,Attributes
members,EconomicOperands
repurchase,EconomicOperands
repayable,EconomicOperands
advance,FunctionWords
determining,FunctionWords
subparagraphs,LegalReferences
feasible,Attributes
10 percent,EconomicOperands
section 2(a)(5)(f),LegalReferences
exemptions,FunctionWords
threat,FunctionWords
25a,LegalReferences
appropriateness,Attributes
facilitate,FunctionWords
support,FunctionWords
striking,FunctionWords
clause,EconomicOperands
section 25a,LegalReferences
annual gross revenues,EconomicOperands
primary,Attributes
owned,FunctionWords
hearing,EconomicOperands
restrict,RegulatoryOperators
improvements,FunctionWords
notify,FunctionWords
proposing,FunctionWords
tax-qualified,EconomicOperands
carry,FunctionWords
electronic,EconomicOperands
section 44(b)(4)(b),LegalReferences
arbitration,EconomicOperands
(12 u.s.c. 35),LegalReferences
section 18(c)(5),LegalReferences
home owners' loan act,EconomicOperands
(12 u.s.c. 214 et seq.),LegalReferences
foreign-based,Attributes
households,EconomicOperands
financial subsidiaries,EconomicOperands
intermediate,FunctionWords
rates,EconomicOperands
listed,FunctionWords
dealing,EconomicOperands
together with,LogicalConnectors
final,Attributes
lease,EconomicOperands
transmittal,FunctionWords
nutrition,EconomicOperands
(12 u.s.c. 1841(c)(2)(f)(v)),LegalReferences
option,EconomicOperands
be presumed,FunctionWords
explanation,EconomicOperands
acquire,EconomicOperands
serve,Attributes
section 18(g),LegalReferences
consult,FunctionWords
copy,EconomicOperands
holder,Attributes
section 908(a)(1),LegalReferences
specify,Attributes
supersede,FunctionWords
(iv),LegalReferences
determines,FunctionWords
(12 u.s.c. 1462),LegalReferences
urban affairs,EconomicOperands
was,FunctionWords
require,RegulatoryOperators
limiting,Attributes
matter,EconomicOperands
grandfathered,Attributes
determined,FunctionWords
were,FunctionWords
gives,FunctionWords
solely,FunctionWords
acquisition,EconomicOperands
are,FunctionWords
and,LogicalConnectors
do not,FunctionWords
applicant,EconomicOperands
eliminating,FunctionWords
"exceed $10,000,000,000",Attributes
strengthen,FunctionWords
argument,EconomicOperands
affirmative,Attributes
subsection (c)(9)(c),LegalReferences
purchaser,EconomicOperands
substantial,Attributes
manner,FunctionWords
have,FunctionWords
regulate,EconomicOperands
seek,FunctionWords
orders,EconomicOperands
(12 u.s.c. 36(g)(1)(a)),LegalReferences
conversion,EconomicOperands
functioning,FunctionWords
section 23a(e),LegalReferences
efficient,Attributes
(2)(e),LegalReferences
responsible,Attributes
officers,EconomicOperands
note,EconomicOperands
recommended,Attributes
potential,Attributes
take,FunctionWords
(12 u.s.c. 1828(g)),LegalReferences
transmit,FunctionWords
contractual,EconomicOperands
section 22(d),LegalReferences
4(m),LegalReferences
(12 u.s.c. 1467a(b)(2),LegalReferences
criteria,FunctionWords
begin,FunctionWords
transactions,EconomicOperands
object,RegulatoryOperators
thrift lender,EconomicOperands
(12 u.s.c. 1467a(b)),LegalReferences
fiduciary capacity,EconomicOperands
agriculture,EconomicOperands
section 10(m)(3),LegalReferences
plan,EconomicOperands
significant,Attributes
undertaken,Attributes
avoid duplication,FunctionWords
class,FunctionWords
repay,EconomicOperands
mitigate,RegulatoryOperators
placement,EconomicOperands
consequences,EconomicOperands
provide reasonable,FunctionWords
oath,FunctionWords
later,Attributes
request,FunctionWords
confidential supervisory,Attributes
exclusions,FunctionWords
proceedings,EconomicOperands
sunset,Other
communication,FunctionWords
section 2(c)(2)(d),LegalReferences
filing,EconomicOperands
applied,FunctionWords
operations,EconomicOperands
be construed,FunctionWords
surplus,EconomicOperands
certification,EconomicOperands
jurisdiction,EconomicOperands
pursuant,Attributes
763(i),LegalReferences
undue,Attributes
chartered,EconomicOperands
(12 u.s.c. 84(b)(3)),LegalReferences
section 10(o),LegalReferences
participate,FunctionWords
multilateral,EconomicOperands
find,FunctionWords
principal,EconomicOperands
completion,FunctionWords
based,FunctionWords
voting shares,EconomicOperands
title,FunctionWords
implementation,FunctionWords
90 days,EconomicOperands
operational,EconomicOperands
entities,EconomicOperands
(12 u.s.c. 1467a(c)(2)),LegalReferences
subsection,LegalReferences
treasury,EconomicOperands
employee,EconomicOperands
interstate,Attributes
resulting,Attributes
section 10(b)(2),LegalReferences
means,FunctionWords
dependent,FunctionWords
designated,Attributes
prohibition,RegulatoryOperators
prospective application,FunctionWords
joint,Attributes
(12 u.s.c. 1828(d)(4)(a)(i)),LegalReferences
made,FunctionWords
international,EconomicOperands
report,EconomicOperands
section 17a,LegalReferences
procedures,EconomicOperands
commence,FunctionWords
comply,RegulatoryOperators
later than 18 months,Attributes
total amount,EconomicOperands
accordance,FunctionWords
deducted,Attributes
reorganized,Attributes
recommendations,EconomicOperands
cease,EconomicOperands
revenues,EconomicOperands
enhanced,Attributes
conversions,EconomicOperands
conform,RegulatoryOperators
declared,Attributes
mandatory,Attributes
concert,FunctionWords
acquired,EconomicOperands
consummation,Attributes
national,EconomicOperands
operates,FunctionWords
achieves,FunctionWords
executive officer,EconomicOperands
3c(a)(4)(b),LegalReferences
result,FunctionWords
period beginning,FunctionWords
operated,FunctionWords
calendar,Attributes
alternative,Attributes
subject,FunctionWords
de minimis,EconomicOperands
parent,Attributes
has,FunctionWords
federal,EconomicOperands
review,Attributes
representatives,EconomicOperands
sponsorship,EconomicOperands
favor,FunctionWords
written,Attributes
functionally,Attributes
risk-based,Attributes
conditions,EconomicOperands
1 year,EconomicOperands
available,FunctionWords
notice,EconomicOperands
undesignated,Attributes
terms,EconomicOperands
ability,FunctionWords
extend,Attributes
nature,FunctionWords
premises,EconomicOperands
approvals,FunctionWords
sole,Attributes
home owners,EconomicOperands
agencies,EconomicOperands
federal savings associations,EconomicOperands
authorizing,RegulatoryOperators
implementing,Attributes
concentrate,FunctionWords
extent,FunctionWords
sec. 628,LegalReferences
sec. 627,LegalReferences
dividend,EconomicOperands
monitor,FunctionWords
concentrated,EconomicOperands
received,FunctionWords
protect,FunctionWords
providing,FunctionWords
prudential,Attributes
2(h)(3)(c),LegalReferences
6 months,EconomicOperands
movement,FunctionWords
section 5(c)(2),LegalReferences
connection,FunctionWords
became,Attributes
section 22(h)(9)(d)(i),LegalReferences
receives,FunctionWords
illiquid,Attributes
extent possible,FunctionWords
whole,FunctionWords
finds,FunctionWords
negotiation,EconomicOperands
adjusted,Attributes
redesignating,FunctionWords
section 10(c)(9)(c),LegalReferences
pose,FunctionWords
exchange ratio,EconomicOperands
industrial loan companies,EconomicOperands
address,FunctionWords
complies,EconomicOperands
period,EconomicOperands
(12 u.s.c. 84(b)),LegalReferences
concluding,Attributes
9 months,EconomicOperands
pay dividends,EconomicOperands
regulated,RegulatoryOperators
dealers registered,EconomicOperands
mitigation activities,EconomicOperands
writing,FunctionWords
electronic system,EconomicOperands
financial firms,EconomicOperands
(12 u.s.c. 1464(d)),LegalReferences
ensures,FunctionWords
interdependencies,EconomicOperands
described,FunctionWords
publishing,FunctionWords
basis,FunctionWords
holdings,EconomicOperands
section 2(a)(5)(e),LegalReferences
create,FunctionWords
section 15g,LegalReferences
holding companies,EconomicOperands
been,FunctionWords
detrimental,Attributes
commodity trading,EconomicOperands
maintenance,FunctionWords
entered,FunctionWords
contraction,Attributes
18 months,EconomicOperands
settling,FunctionWords
controlled,FunctionWords
restrictions,EconomicOperands
consistent treatment,FunctionWords
subjecting,FunctionWords
transferring,FunctionWords
interpretations,EconomicOperands
locations,EconomicOperands
substance,FunctionWords
determination,FunctionWords
declaration,FunctionWords
section 2(o)(4),LegalReferences
market-making,EconomicOperands
present,FunctionWords
quotation,EconomicOperands
sound,Attributes
exception,FunctionWords
main,EconomicOperands
(15 u.s.c. 80a-1 et seq.),LegalReferences
order) issued,FunctionWords
section 4(j)(2)(a),LegalReferences
nonwithdrawable,Attributes
expressly,Attributes
moratorium,RegulatoryOperators
ongoing,Attributes
owns,EconomicOperands
counterparties,EconomicOperands
has been,FunctionWords
total consolidated,Attributes
reverse repurchase,EconomicOperands
60-day,EconomicOperands
employees,EconomicOperands
interest-bearing,Attributes
eral,LegalReferences
engaged,Attributes
disapprove,FunctionWords
divest,EconomicOperands
(12 u.s.c. 1461 et seq.),LegalReferences
partner,EconomicOperands
additional exemptions,FunctionWords
trade,EconomicOperands
trustee,EconomicOperands
participating,FunctionWords
sections 2(h)(2)(c),LegalReferences
develop,FunctionWords
grant,RegulatoryOperators
perform,FunctionWords
bona fide,RegulatoryOperators
make,FunctionWords
administration,Attributes
same,FunctionWords
less than 15 percent,Attributes
member,Attributes
complex,Attributes
advances,EconomicOperands
avoids,FunctionWords
soundness,EconomicOperands
entitled,Attributes
not convert,FunctionWords
safe,Attributes
counterparty,EconomicOperands
avoid providing,FunctionWords
governors,EconomicOperands
has obtained,FunctionWords
reporting,EconomicOperands
mutual,FunctionWords
principally,Attributes
levels,EconomicOperands
3(c)(7),LegalReferences
a,FunctionWords
robust,Attributes
strength,FunctionWords
requests,FunctionWords
prescribed,RegulatoryOperators
concerns giving rise,FunctionWords
transaction,EconomicOperands
(b),LegalReferences
well,Attributes
analysis,EconomicOperands
(f),LegalReferences
(12 u.s.c. 248a(b)),LegalReferences
materials,EconomicOperands
greatest,FunctionWords
order entry,FunctionWords
consistency,EconomicOperands
coordinate,FunctionWords
managing member,EconomicOperands
notice procedures,EconomicOperands
arising,FunctionWords
investments,EconomicOperands
stringent,Attributes
proposed,Attributes
sentence,Other
generally,FunctionWords
commodity trading adviser,EconomicOperands
actions,Attributes
backed security,EconomicOperands
relevant,Attributes
identify,FunctionWords
be published,FunctionWords
organizations operating,EconomicOperands
(h),LegalReferences
coordination,FunctionWords
section 10a,LegalReferences
section 10(c)(9)(d),LegalReferences
adding,FunctionWords
acquiring,EconomicOperands
commercial firm,EconomicOperands
had,FunctionWords
exercising,FunctionWords
(12 u.s.c. 1464(i)),LegalReferences
rescission,EconomicOperands
instrument,EconomicOperands
internal,Attributes
treatment,FunctionWords
exempt,RegulatoryOperators
reason,FunctionWords
instructions,EconomicOperands
warrant,EconomicOperands
federal register,EconomicOperands
amended,RegulatoryOperators
read,FunctionWords
evaluate,FunctionWords
270 days,EconomicOperands
finding,EconomicOperands
sec. 601. short title,LegalReferences
2(h)(4)(b),LegalReferences
supervise,FunctionWords
supervisory,Attributes
immediately,FunctionWords
section 23a,LegalReferences
netting,Attributes
(12 u.s.c. 1467a(o),LegalReferences
short title,LegalReferences
necessary,FunctionWords
publicly traded,EconomicOperands
follows,FunctionWords
incidental,Attributes
subclause (a)(ii),LegalReferences
recordkeeping,EconomicOperands
specific,Attributes
collect,FunctionWords
continue,FunctionWords
are interpreted,FunctionWords
served,Attributes
security,EconomicOperands
prior,FunctionWords
amendment,RegulatoryOperators
venture capital,EconomicOperands
right,Attributes
guaranty,Attributes
senate,EconomicOperands
nondepository,Attributes
may not,RegulatoryOperators
nonmember,Attributes
economic,EconomicOperands
specified,FunctionWords
3c(a)(3)(a),LegalReferences
home,EconomicOperands
indirect,Attributes
effective date,EconomicOperands
audited financial,EconomicOperands
provided,FunctionWords
not approve,FunctionWords
for,FunctionWords
rulemaking,EconomicOperands
deems appropriate,FunctionWords
(12 u.s.c. 248a),LegalReferences
avoid,FunctionWords
prior approval,FunctionWords
(12 u.s.c. 1831u(b)(4)(b)),LegalReferences
non-tax-qualified employee stock,EconomicOperands
trustees,EconomicOperands
eliminate,FunctionWords
provides,Attributes
(12 u.s.c. 1828(c)),LegalReferences
acceptance of securities,EconomicOperands
inserting,FunctionWords
be,FunctionWords
marketing,EconomicOperands
processing,FunctionWords
continuing,Attributes
confer,Attributes
meets,FunctionWords
fee,EconomicOperands
1934,EconomicOperands
brokerage,EconomicOperands
relating,FunctionWords
"december 1, 2009",EconomicOperands
permitted,RegulatoryOperators
section 2(c)(2)(h),LegalReferences
(12 u.s.c. 1464),LegalReferences
comparison,FunctionWords
conducting,FunctionWords
goods,EconomicOperands
carried,FunctionWords
months,EconomicOperands
greater,FunctionWords
carries,FunctionWords
section 11a(b),LegalReferences
supervised,FunctionWords
practicable,FunctionWords
act,EconomicOperands
netting agreement,EconomicOperands
data repositories,EconomicOperands
(cc),LegalReferences
backup,FunctionWords
multilateral payment,EconomicOperands
therein,FunctionWords
raised,FunctionWords
referenced,FunctionWords
letter,EconomicOperands
investigative proceedings,EconomicOperands
inclusion,FunctionWords
why existing,FunctionWords
spreading,FunctionWords
assess,FunctionWords
appropriate,FunctionWords
(aa),LegalReferences
"""commercial firm""",EconomicOperands
furnishing,FunctionWords
determine,FunctionWords
registration,EconomicOperands
(12 u.s.c. 1467a(e)(2)),LegalReferences
revised statutes,EconomicOperands
(d)(1)(g),LegalReferences
utility,EconomicOperands
regulated subsidiaries,EconomicOperands
additional,FunctionWords
apply only,FunctionWords
treated,Attributes
housing,EconomicOperands
initial,Attributes
submit,FunctionWords
(12 u.s.c. 371a),LegalReferences
jurisdictional,Attributes
consultation,EconomicOperands
authorized,FunctionWords
(12 u.s.c. 375b(9)(d)(i)),LegalReferences
notices,EconomicOperands
(c),LegalReferences
sections,LegalReferences
section 10(a)(1)(d)(ii),LegalReferences
section 3(d)(1)(a),LegalReferences
files,EconomicOperands
nonbanks,EconomicOperands
form,Attributes
offer,EconomicOperands
unsettled,Attributes
registered,EconomicOperands
referrals,EconomicOperands
(u),LegalReferences
time periods,EconomicOperands
delivery,EconomicOperands
insured,Attributes
construction,EconomicOperands
execution facilities registered,EconomicOperands
approval,FunctionWords
promote,FunctionWords
notification,RegulatoryOperators
constitute,RegulatoryOperators
counsel,EconomicOperands
responding,FunctionWords
2/3,FunctionWords
advance funds,EconomicOperands
capitalized,EconomicOperands
(12 u.s.c. 601604a,LegalReferences
placed,Attributes
back-up,EconomicOperands
frequency,EconomicOperands
case,FunctionWords
(12 u.s.c. 1467a(a)(1),FunctionWords
rulemaking authorities,EconomicOperands
assistance,FunctionWords
detailed,Attributes
strengthening,FunctionWords
associated,FunctionWords
semicolon,FunctionWords
participants,EconomicOperands
"3c(a)(3)(c), 3c(a)(4)(a)",LegalReferences
year,EconomicOperands
unsafe,FunctionWords
(15 u.s.c. 80a2),LegalReferences
currencies,EconomicOperands
section 27b,LegalReferences
(12 u.s.c. 371c(e)),LegalReferences
commercial firms,EconomicOperands
examine,Attributes
deem,RegulatoryOperators
violated,Attributes
enhancements,FunctionWords
(iii),LegalReferences
inspections,EconomicOperands
effected,FunctionWords
amendments,LegalReferences
assessing,FunctionWords
objection,EconomicOperands
corporation,EconomicOperands
entity,EconomicOperands
storage,FunctionWords
state attorney general,EconomicOperands
invalid,Attributes
forestry,EconomicOperands
application,EconomicOperands
generally describe,FunctionWords
attributable,Attributes
branch,EconomicOperands
financial condition,EconomicOperands
involves,Attributes
section 5154,LegalReferences
submissions,EconomicOperands
requested,FunctionWords
24 hours,EconomicOperands
congress,EconomicOperands
be served,FunctionWords
preceding,LogicalConnectors
become,FunctionWords
utilities,EconomicOperands
(12 u.s.c. 1817(j)),LegalReferences
stay,FunctionWords
generated,Attributes
important,Attributes
intent,Attributes
included,FunctionWords
does not present,FunctionWords
utilitys operations,EconomicOperands
duplication,EconomicOperands
reorganization,EconomicOperands
longer,Attributes
30-day period,EconomicOperands
same meaning,FunctionWords
waived,Attributes
invest,EconomicOperands
required,RegulatoryOperators
section 7a(c)(8),LegalReferences
section 2(c)(2)(f)(v),LegalReferences
portion,FunctionWords
ensuring,Attributes
time,EconomicOperands
(a),LegalReferences
2009,EconomicOperands
subclause,LegalReferences
indirectly,Attributes
waiver,EconomicOperands
